,P_NAME,P_RADIUS,P_MASS,P_ESCAPE,P_TEMP_SURF
2124,Kepler-1435 b,0.86317,0.56573385,0.80957653,1612.0347
2125,Kepler-625 c,1.05374,1.1568939,1.047804,1612.6453
2126,Kepler-1205 b,1.41246,2.5712285,1.3492184,1615.6329
2127,Kepler-1002 b,1.71513,3.5596736,1.4406436,1616.5203
2128,HR 858 b,2.08506,4.9898996,1.5469869,1616.5767
2129,Kepler-889 b,1.08737,1.3221645,1.1026916,1617.1048
2130,Kepler-915 b,1.50214,2.8572737,1.3791793,1618.3129
2131,K2-391 b,1.36762,2.4536322,1.3394361,1618.8249
2132,Kepler-363 b,1.15463,1.6558839,1.1975496,1620.3174
2133,Kepler-1856 b,1.73755,3.655022,1.4503618,1621.8157
2134,EPIC 249893012 b,1.95054,8.7498049,2.1179795,1628.6357
2135,Kepler-1298 b,1.31157,2.2692919,1.3153746,1629.5354
2137,K2-269 b,1.5694,3.0892882,1.4030152,1634.645
2138,Kepler-286 b,1.24431,2.0690603,1.2895028,1637.9055
2139,Kepler-188 b,1.6815,3.4643252,1.4353602,1640.1959
2140,Kepler-1288 b,1.121,1.4588305,1.140774,1641.4441
2141,Kepler-1871 b,2.42136,6.4519085,1.6323543,1642.273
2142,Kepler-374 c,1.09858,1.3666604,1.1153585,1643.789
2143,K2-413 b,0.76228,0.36232392,0.68943169,1646.7504
2144,Kepler-1203 b,1.06495,1.1982116,1.0607234,1648.2318
2145,Kepler-1578 b,1.04253,1.1187546,1.0359126,1648.24
2146,Kepler-1601 b,0.81833,0.476742,0.76326873,1648.3563
2147,Kepler-730 c,1.5694,3.0861099,1.4022933,1648.5558
2148,Kepler-194 b,1.51335,2.8890565,1.3816827,1648.7155
2149,Kepler-1035 b,1.16584,1.7067364,1.2099398,1651.6844
2150,Kepler-763 b,1.22189,1.9832467,1.2740085,1658.0354
2151,Kepler-1438 b,0.94164,0.77867861,0.90936173,1660.2851
2152,Kepler-1573 b,1.19947,1.8688287,1.2482169,1662.1493
2153,Kepler-107 b,1.53577,3.5088212,1.5115326,1664.3764
2154,Kepler-1098 b,1.30036,2.2406874,1.3126799,1664.4824
2155,Kepler-98 b,1.99538,3.496108,1.3236697,1665.7152
2156,Kepler-1446 b,0.81833,0.476742,0.76326873,1665.7551
2157,KOI-94 b,1.71513,10.488324,2.4728885,1668.7939
2158,Kepler-1412 b,0.82954,0.49898996,0.77558114,1670.5915
2159,Kepler-1217 b,1.99538,4.608506,1.5197329,1673.4468
2160,HD 155918 b,2.64556,7.5007409,1.6838107,1674.5781
2161,DMPP-1 d,1.64787,3.3499072,1.4257879,1683.3767
2162,Kepler-645 b,2.09627,5.0534652,1.5526409,1685.0884
2163,Kepler-1027 b,0.88559,0.63883429,0.84933252,1685.8142
2164,Kepler-770 c,1.19947,1.8688287,1.2482169,1688.4627
2165,Kepler-256 b,1.59182,3.1560321,1.4080683,1692.5396
2166,Kepler-1141 b,0.81833,0.476742,0.76326873,1693.6013
2167,EPIC 201615463 c,1.22189,1.9832467,1.2740085,1695.8241
2168,Kepler-758 c,1.69271,3.496108,1.4371468,1701.0891
2169,K2-230 b,1.96175,4.5131576,1.5167654,1707.4935
2170,Kepler-1393 b,0.79591,0.43542436,0.7396468,1709.6443
2171,Kepler-142 b,1.99538,4.608506,1.5197329,1710.5892
2172,Kepler-115 b,1.08737,1.3221645,1.1026916,1721.153
2173,HD 217786 c,2.62314,7.3577183,1.6747919,1729.6796
2174,Kepler-1238 b,1.92812,4.3860264,1.5082335,1731.299
2175,K2-201 b,1.40125,2.542624,1.3470486,1732.8626
2176,Kepler-1278 b,1.0089,1.0075148,0.99931326,1735.2566
2177,Kepler-1398 b,0.8968,0.66743881,0.86269628,1739.1125
2178,Kepler-217 b,2.23079,5.5937729,1.5835182,1741.8632
2179,Kepler-1399 b,1.25552,2.0976648,1.2925764,1741.8718
2180,Kepler-1379 b,1.30036,2.2406874,1.3126799,1744.7076
2181,Kepler-1193 b,1.32278,2.3010747,1.3189294,1754.1559
2182,Kepler-1047 c,0.98648,0.93759261,0.97490645,1762.8926
2183,TOI-500 b,1.16584,1.4206912,1.1039016,1763.0796
2184,Kepler-1016 b,2.17474,5.403076,1.5762201,1763.6059
2185,Kepler-1626 b,2.0178,4.7356372,1.5319696,1764.9548
2186,Kepler-1250 b,1.91691,4.3542436,1.5071466,1768.1717
2187,HD 158259 b,1.28915,2.2184395,1.3118134,1769.9433
2188,Kepler-9 d,1.63666,3.337194,1.427945,1778.8503
2189,Kepler-198 d,1.52456,2.9558004,1.3924041,1785.6773
2190,Kepler-717 b,2.42136,6.4519085,1.6323543,1786.3603
2192,Kepler-1960 b,1.31157,2.2629354,1.313531,1787.389
2193,Kepler-1597 b,1.06495,1.1982116,1.0607234,1787.5442
2194,Kepler-1173 b,0.88559,0.63883429,0.84933252,1787.6023
2195,Kepler-1522 b,1.72634,3.655022,1.4550631,1787.617
2196,Kepler-337 b,1.53577,2.9875832,1.3947518,1789.017
2197,Kepler-808 b,1.4573,2.7301425,1.3687312,1801.9458
2198,Kepler-775 b,1.18826,1.8116196,1.2347464,1804.2633
2199,Kepler-1468 c,1.15463,1.6050314,1.1790178,1809.3716
2200,Kepler-157 b,1.32278,2.3010747,1.3189294,1811.9312
2201,EPIC 206042996 c,1.19947,1.8688287,1.2482169,1814.9918
2202,Kepler-1559 b,0.71744,0.29875832,0.64530824,1829.5087
2203,Kepler-1385 b,0.85196,0.54348589,0.79870156,1829.9814
2204,Kepler-1409 b,1.04253,1.1187546,1.0359126,1830.4123
2205,HD 3167 b,1.62545,4.7292807,1.7057318,1833.6699
2206,Kepler-336 b,1.02011,1.0424758,1.010903,1839.5591
2207,Kepler-529 b,1.86086,4.131764,1.4900845,1843.9175
2208,Kepler-1532 b,1.3452,2.3900666,1.332943,1848.3623
2209,Kepler-1084 b,1.10979,1.4111563,1.1276314,1849.0481
2210,Kepler-1356 b,1.52456,2.9558004,1.3924041,1865.0963
2211,Kepler-207 c,1.50214,2.8572737,1.3791793,1865.2815
2212,K2-409 b,2.47741,6.7061709,1.6452745,1866.8888
2213,CoRoT-7 b,1.6815,4.0777333,1.5572594,1867.6349
2214,Kepler-255 d,1.32278,2.3010747,1.3189294,1868.8313
2215,Kepler-1228 b,1.53577,2.9875832,1.3947518,1869.6732
2216,Kepler-1372 b,1.26673,2.1548739,1.3042742,1870.1012
2217,Kepler-619 c,1.69271,3.496108,1.4371468,1874.4742
2218,Kepler-323 b,1.43488,684.28369,21.837871,1875.6064
2219,Kepler-1312 c,1.03132,1.0710804,1.0190942,1879.9555
2220,Kepler-1139 b,1.18826,1.8116196,1.2347464,1880.3069
2221,K2-188 b,1.3452,2.3900666,1.332943,1881.5761
2222,Kepler-828 b,1.51335,2.8890565,1.3816827,1882.6332
2223,Kepler-366 b,1.4573,2.7301425,1.3687312,1886.3161
2224,Kepler-1091 b,1.4573,2.7301425,1.3687312,1897.8874
2225,Kepler-1349 b,0.69502,0.2701538,0.62345755,1898.2068
2226,TOI-1860 b,1.31157,2.2692919,1.3153746,1907.2413
2227,Kepler-611 b,1.64787,3.3689768,1.4298403,1914.552
2228,Kepler-1284 b,1.21068,1.9260377,1.261298,1916.6936
2229,Kepler-997 b,1.35641,2.4186711,1.3353433,1921.2128
2230,K2-211 b,1.30036,2.2406874,1.3126799,1923.2913
2231,Kepler-1592 b,1.53577,2.9875832,1.3947518,1926.1527
2232,Kepler-1352 b,0.88559,0.63883429,0.84933252,1932.6806
2233,EPIC 206024342 c,1.40125,2.542624,1.3470486,1946.918
2234,Kepler-1408 b,0.88559,0.63883429,0.84933252,1947.7188
2235,Kepler-1078 b,1.9057,4.2588952,1.4949312,1947.8471
2236,Kepler-1394 b,1.39004,2.5108412,1.3439898,1947.934
2237,TOI-431 b,1.27794,3.0702185,1.5499918,1955.1564
2238,Kepler-1934 b,0.90801,0.70239989,0.87952239,1956.0848
2239,Kepler-910 b,0.81833,0.476742,0.76326873,1956.3161
2240,Kepler-1377 b,1.25552,2.0976648,1.2925764,1965.0563
2241,Kepler-1311 c,1.22189,1.9832467,1.2740085,1968.0984
2242,Kepler-922 b,1.42367,2.6030113,1.3521764,1975.5364
2243,Kepler-217 d,1.32278,2.3010747,1.3189294,1976.1733
2244,Kepler-374 b,1.03132,1.0806152,1.0236201,1978.2069
2245,Kepler-607 b,0.87438,0.59116009,0.82224728,1987.4849
2246,K2-187 b,1.19947,1.8688287,1.2482169,1990.897
2247,Kepler-1523 b,1.58061,3.121071,1.4052043,1998.1811
2248,Kepler-238 b,1.72634,3.655022,1.4550631,1998.6248
2249,Kepler-1259 b,1.43488,2.6347941,1.3550819,2000.3738
2250,Kepler-1317 b,1.55819,3.0543271,1.400063,2003.8524
2251,Kepler-1322 b,1.61424,3.2100628,1.410174,2006.7588
2252,Kepler-1873 b,1.62545,3.2736284,1.4191486,2008.4718
2253,K2-229 b,0.99769,2.4885933,1.5793528,2009.4864
2254,Kepler-65 b,1.42367,2.4154928,1.3025614,2012.1733
2255,Kepler-1107 b,1.3452,2.3582838,1.3240507,2016.2085
2256,Kepler-1264 b,1.17705,1.7575889,1.2219718,2016.9914
2257,Kepler-1415 b,1.28915,2.2120829,1.3099327,2020.8751
2258,Kepler-1566 b,0.7847,0.41635468,0.72841671,2033.8927
2259,Kepler-1297 b,0.97527,0.87084873,0.94495021,2035.0613
2260,Kepler-1106 b,1.64787,3.3689768,1.4298403,2039.4909
2261,Kepler-1561 b,1.08737,1.3221645,1.1026916,2042.0664
2262,EPIC 220554210 c,1.60303,3.17828,1.4080733,2062.9307
2263,55 Cnc e,1.87207,7.990196,2.0659399,2066.9461
2264,Kepler-1427 b,1.09858,1.3666604,1.1153585,2068.891
2265,Kepler-1443 b,0.97527,0.87084873,0.94495021,2071.5566
2266,K2-396 b,1.58061,3.1178927,1.4044886,2072.8682
2267,Kepler-1402 b,0.76228,0.36232392,0.68943169,2075.1179
2268,Kepler-1067 b,0.79591,0.43542436,0.7396468,2077.1278
2269,Kepler-1339 b,0.70623,0.2860452,0.63642063,2095.8625
2270,Kepler-21 b,1.63666,5.0788915,1.7615916,2100.9199
2271,Kepler-1763 b,1.14342,1.5859617,1.1777238,2101.3779
2272,HD 93963 A b,1.3452,7.7994992,2.4079082,2108.2285
2273,EPIC 201595106 b,1.30036,2.2406874,1.3126799,2109.8297
2274,Kepler-1416 b,0.88559,0.61340805,0.83225877,2113.5093
2275,Kepler-1310 b,1.43488,2.6665769,1.3632304,2117.5802
2276,Kepler-1932 b,1.51335,2.9049479,1.3854775,2118.4497
2277,Kepler-1375 b,1.73755,3.6868048,1.456654,2127.9444
2278,Kepler-524 c,0.96406,0.83906593,0.93292345,2128.1361
2279,Kepler-908 b,1.22189,1.9832467,1.2740085,2131.1904
2280,Kepler-1258 b,0.86317,0.56573385,0.80957653,2142.2625
2281,HD 137496 b,1.31157,4.0395939,1.7549838,2148.9701
2282,Kepler-1031 b,0.87438,0.59116009,0.82224728,2149.03
2283,Kepler-1082 b,1.121,1.4588305,1.140774,2150.3253
2284,Kepler-1072 b,1.58061,3.121071,1.4052043,2164.4352
2285,TOI-1807 b,1.25552,2.5712285,1.4310622,2169.9149
2286,Kepler-342 e,0.88559,0.61340805,0.83225877,2181.6592
2287,K2-210 b,0.86317,0.56573385,0.80957653,2183.278
2288,HD 213885 b,1.74876,8.8292619,2.2469691,2197.3879
2289,GJ 2030 b,1.98417,4.5926146,1.52139,2198.0796
2290,HD 20329 b,1.71513,7.4212839,2.0801325,2205.8931
2291,K2-141 b,1.51335,5.0788915,1.8319549,2208.077
2292,Kepler-1087 b,0.60534,0.16527056,0.52251416,2236.6079
2293,K2-131 b,1.50214,6.299351,2.0478243,2240.5721
2294,Kepler-78 b,1.121,1.9673553,1.3247642,2245.2098
2295,Kepler-1604 b,1.41246,2.5712285,1.3492184,2251.7788
2296,EPIC 201427007 b,1.50214,2.8572737,1.3791793,2257.313
2297,EPIC 220492298 b,0.98648,0.93759261,0.97490645,2259.1752
2298,Kepler-653 c,0.7847,0.40046328,0.71438039,2259.2498
2299,Kepler-10 b,1.47972,4.608506,1.7647789,2263.9074
2300,WASP-47 e,1.80481,6.7697365,1.9367347,2265.6786
2301,Kepler-757 b,1.35641,2.4186711,1.3353433,2288.7266
2302,Kepler-917 b,1.9057,4.3224608,1.5060461,2297.3376
2303,Kepler-207 b,1.5694,3.0892882,1.4030152,2297.5857
2304,EPIC 212624936 b,1.19947,1.8688287,1.2482169,2298.3115
2306,Kepler-312 b,1.28915,2.2120829,1.3099327,2305.6314
2307,Kepler-1603 b,1.28915,2.2120829,1.3099327,2305.7763
2308,Kepler-1531 b,1.10979,1.4111563,1.1276314,2310.7841
2309,Kepler-1949 b,2.21958,5.5619901,1.5829956,2311.7954
2310,Kepler-1244 b,1.3452,2.3900666,1.332943,2326.049
2311,EPIC 220674823 b,1.60303,7.7200422,2.1945173,2345.5992
2312,Kepler-780 b,0.88559,0.63883429,0.84933252,2372.3299
2313,TOI-561 b,1.42367,1.58914,1.0565168,2381.4666
2314,Kepler-1338 b,0.91922,0.72146957,0.88592973,2387.4928
2315,Kepler-1368 b,1.64787,3.3689768,1.4298403,2395.3832
2316,Kepler-1589 b,1.08737,1.3221645,1.1026916,2428.5318
2317,TOI-1444 b,1.40125,3.8711451,1.6621182,2438.8582
2318,Kepler-1340 b,1.54698,3.0225443,1.3977966,2445.5413
2319,Kepler-1323 b,1.52456,2.9240176,1.3848978,2467.1982
2320,K2-183 b,1.09858,1.3666604,1.1153585,2470.1069
2321,Kepler-990 c,1.52456,2.9558004,1.3924041,2480.6692
2322,K2-223 b,0.88559,0.63883429,0.84933252,2502.1818
2323,Kepler-1547 b,0.8968,0.66743881,0.86269628,2545.24
2324,Kepler-1613 b,2.08506,4.9898996,1.5469869,2556.6352
2325,HD 80653 b,1.61424,5.6001294,1.8625802,2563.9921
2326,K2-157 b,0.99769,0.97255369,0.98732238,2576.2829
2327,TOI-2260 b,1.62545,3.2418456,1.4122428,2605.1627
2328,Kepler-929 b,1.10979,1.4111563,1.1276314,2707.5102
2329,Kepler-1373 b,1.15463,1.6558839,1.1975496,2887.7729
2330,KOI-55 c,0.86317,0.66743881,0.87934147,7220.4443
2331,KOI-55 b,0.76228,0.4449592,0.76401667,8126.342
5220,Earth,1.0,1.0,1.0,288.0
