P_NAME,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
Kepler-698 b,13.126297,,,3.67688,-0.4484,0.4484,2016,2016-05,16.329762,-3.51E-05,3.51E-05,0.1255,,,0,,,86.59,,,,,,,,,0.596,-0.1,0.1,Transit,M-R relationship,Kepler-698,288.51,41.301747,15.716,1995.57,-96.84,107,-0.03,-0.181,0.142,0.94,-0.06,0.05,0.91,-0.07,0.11,,0.388,,,4.27,-2.6,4.42,5612,-116.05,128.36,4.5,1.8894325,3.5699551,0.97091966,0.26406074,0.003022969,0.1255,0.1255,0.1255,0.1255,155.13599,155.13599,155.13599,899.13116,899.13116,899.13116,,1015.4274,1015.4274,Neptunian,0.91,G,19.234001,19 14 02.4035,+41 18 06.2874,2.4434306,1.1847159,2.8041632,1.5005963,2.6586013,1.5870387,2.6586013,1.4485714,2.6586013,4.2204987,1.4941837,0.44634647,0,0,Hot,0,0.19310892,Lyra,Lyr,Lyre
Kepler-7 b,140.16215,-13.348776,13.666604,18.18262,-0.14573,0.14573,2009,2010-04,4.8854892,-9.00E-07,9.00E-07,0.06067,-0.00059,0.00059,0,,,85.161,-0.054,0.055,,,,,,,0.5599,-0.0046,0.0045,Transit,Mass,Kepler-7,288.58149,41.089734,13.008,922.562,-19.739,20.605,0.11,-0.03,0.03,1.36,-0.03,0.03,1.97,-0.01,0.01,,0.696,-0.022,0.027,2.9,-0.3,0.3,5933,-44,44,3.98,2.7764326,7.7085782,0.42395311,0.023316392,0.002845268,0.06067,0.06067,0.06067,0.060670002,1349.1244,1349.1244,1349.1244,1544.0377,1544.0377,1544.0377,,1743.748,1743.748,Jovian,1.97,G,19.238767,19 14 19.5619,+41 05 23.0406,4.9659232,1.6567378,3.8879829,2.0984548,3.6861615,2.2186955,3.6861615,2.0256064,3.6861615,6.016775,2.9334467,0.47330106,0,0,Hot,0,0.051478066,Lyra,Lyr,Lyre
Kepler-700 b,30.002963,,,5.98614,-0.50445,0.90801,2016,2016-05,80.872064,-0.0001727,0.0001727,0.3577,,,0,,,89.4,,,,,,,,,0.632,-0.1,0.1,Transit,M-R relationship,Kepler-700,287.15422,41.565778,15.202,1491.76,-56.05,60.51,0.04,-0.153,0.135,0.98,-0.05,0.04,0.96,-0.07,0.15,,0.23,,,4.37,-2.63,4.03,5692,-115.63,77.65,4.47,2.2387657,5.0120718,0.83727941,0.13986967,0.011193094,0.3577,0.3577,0.3577,0.35770001,13.272787,13.272787,13.272787,486.27892,486.27892,486.27892,,549.17562,549.17562,Neptunian,0.96,G,19.143616,19 08 37.0174,+41 33 56.7990,1.6982437,0.98302297,2.3214187,1.2451234,2.2009159,1.3167503,2.2009159,1.2019421,2.2009159,3.5185504,1.7383057,0.45433944,0,0,Hot,0,0.20981758,Lyra,Lyr,Lyre
Kepler-701 b,8.4542249,,,2.83613,-0.4484,0.2242,2016,2016-05,10.355332,-2.06E-05,2.06E-05,0.0895,,,0,,,89.93,,,,,,,,,0.029,-0.029,0.429,Transit,M-R relationship,Kepler-701,288.99418,41.633313,15.056,774.152,-12.941,13.379,0,-0.172,0.149,0.88,-0.05,0.04,0.84,-0.05,0.07,,-0.276,,,4.47,-2.74,6.2,5343,-88.55,73.58,4.54,1.7265288,2.9809017,1.0510455,0.37059145,0.001903145,0.0895,0.0895,0.0895,0.089500002,66.12321,66.12321,66.12321,726.49628,726.49628,726.49628,,820.46338,820.46338,Neptunian,0.84,G,19.26628,19 15 58.6068,+41 37 59.9250,0.52966344,0.56008044,1.3370704,0.70941933,1.2676637,0.7504861,1.2676637,0.68484674,1.2676637,1.9650055,0.92076724,0.4399841,0,0,Hot,0,0.23501853,Lyra,Lyr,Lyre
Kepler-702 b,61.658633,,,9.16978,-0.58292,0.84075,2016,2016-05,10.526294,-1.90E-06,1.90E-06,0.088,,,0,,,88.69,,,,,,,,,0.644,-0.045,0.031,Transit,M-R relationship,Kepler-702,293.8781,41.661724,15.437,992.071,-29.1865,29.1865,0,-0.161,0.143,0.9,-0.05,0.05,0.86,-0.05,0.08,,-0.159,,,4.47,-2.78,5.65,5419,-143.8,122.25,4.53,2.5930894,6.7241125,0.73329049,0.079968166,0.00360179,0.088,0.088,0.088,0.088000002,89.543622,89.543622,89.543622,783.70673,783.70673,783.70673,,885.07359,885.07359,Jovian,0.86,G,19.591875,19 35 30.7487,+41 39 42.2082,0.69342581,0.63814971,1.5195734,0.80830336,1.4406933,0.85502784,1.4406933,0.78029902,1.4406933,2.2483492,1.0570806,0.44329237,0,0,Hot,0,0.10510792,Cygnus,Cyg,Swan
Kepler-703 b,51.170308,,,8.20572,-1.39004,3.71051,2016,2016-05,4.5835218,-1.73E-06,1.73E-06,0.0535,,,0,,,89.81,,,,,,,,,0.0383,-0.0382,0.251,Transit,M-R relationship,Kepler-703,299.18686,41.742699,15.599,1156.83,-45.14,48.89,0.05,-0.147,0.139,1.18,-0.12,0.2,1.27,-0.21,0.57,,0.067,,,2.69,-0.938,1.3,6185,-248.39,197.61,4.29,2.4971847,6.2359316,0.75994934,0.092612146,0.001880115,0.0535,0.0535,0.0535,0.053500001,407.65468,407.65468,407.65468,1144.7694,1144.7694,1144.7694,,1292.8372,1292.8372,Jovian,1.27,F,19.945792,19 56 44.8498,+41 44 33.7164,1.1668096,0.79082378,1.8457063,1.001665,1.7498977,1.0588423,1.7498977,0.96685333,1.7498977,2.916512,4.313677,0.44580427,0,0,Hot,0,0.10475604,Cygnus,Cyg,Swan
Kepler-704 b,7.3100441,,,2.61193,-0.42598,0.60534,2016,2016-05,3.7618211,-1.16E-05,1.16E-05,0.047,,,0,,,75.62,,,,,,,,,0.59,-0.32,0.32,Transit,M-R relationship,Kepler-704,283.31637,41.837094,15.454,1228.83,-42.57,45.68,0.09,-0.135,0.142,0.97,-0.05,0.04,0.96,-0.08,0.22,,0.036,,,5.13,-3.36,4.6,5616,-102.76,77.94,4.46,1.6729356,2.7987136,1.0715117,0.41023753,0.00092172,0.047,0.047,0.047,0.047000001,491.81785,491.81785,491.81785,1199.7644,1199.7644,1199.7644,,1354.9454,1354.9454,Neptunian,0.96,G,18.887759,18 53 15.9317,+41 50 13.5391,1.0864256,0.7897914,1.8691766,1.0003731,1.7721492,1.0579959,1.7721492,0.96569014,1.7721492,2.8142571,1.5203249,0.46505214,0,0,Hot,0,0.22829243,Lyra,Lyr,Lyre
Kepler-706 b,,,,13.17175,-0.88559,1.18826,2016,2016-05,41.408313,-6.96E-06,6.96E-06,0.2162,,,0,,,89.68,,,,,,,,,0.377,-0.029,0.016,Transit,Msini,Kepler-706,291.76028,41.944079,15.274,886.667,-19.634,19.634,-0.06,-0.173,0.155,0.87,-0.05,0.04,0.84,-0.06,0.08,,-0.218,,,4.79,-3.04,5.98,5394,-107.67,78.15,4.54,,,,,,0.2162,0.2162,0.2162,0.21620001,12.950562,12.950562,12.950562,483.3003,483.3003,483.3003,,545.81174,545.81174,Jovian,0.84,G,19.450686,19 27 02.4709,+41 56 38.6858,0.60534087,0.59707429,1.4229385,0.75627622,1.3490745,0.80001353,1.3490745,0.7300765,1.3490745,2.1006987,1.0012612,0.44339131,0,0,Hot,0,0.1422439,Lyra,Lyr,Lyre
Kepler-708 b,8.8991841,,,2.92581,-0.28025,0.63897,2016,2016-05,3.1678919,-3.84E-06,3.84E-06,0.0426,,,0,,,89.87,,,,,,,,,0.026,-0.026,0.366,Transit,M-R relationship,Kepler-708,293.81646,42.212516,15.61,1394.22,-58.435,58.435,0.01,-0.175,0.128,0.97,-0.06,0.06,0.96,-0.09,0.21,,0.037,,,4.37,-2.65,4.26,5692,-151.78,138.46,4.47,1.7440223,3.0416138,1.0395801,0.3553136,0.000892047,0.0426,0.0426,0.0426,0.042600001,600.04083,600.04083,600.04083,1260.9275,1260.9275,1260.9275,,1424.0194,1424.0194,Neptunian,0.96,G,19.587765,19 35 15.9538,+42 12 45.0572,1.0889301,0.78716118,1.8588891,0.99703955,1.7623958,1.0543952,1.7623958,0.96246193,1.7623958,2.817499,1.7323729,0.45278878,0,0,Hot,0,0.21450774,Cygnus,Cyg,Swan
Kepler-709 b,8.8674013,,,2.92581,-0.19057,0.17936,2016,2016-05,16.08525,-2.64E-05,2.64E-05,0.1173,,,0,,,87.21,,,,,,,,,0.1067,-0.1065,0.3243,Transit,M-R relationship,Kepler-709,292.10527,42.380308,15.261,664.843,-11.739,11.739,-0.08,-0.184,0.161,0.8,-0.05,0.04,0.77,-0.05,0.04,,-0.481,,,4.9,-2.99,6.02,5071,-83.42,83.59,4.58,1.7409052,3.0307509,1.0358673,0.35404462,0.002616086,0.1173,0.1173,0.1173,0.1173,24.010653,24.010653,24.010653,563.95689,563.95689,563.95689,,636.90068,636.90068,Neptunian,0.77,K,19.473686,19 28 25.2689,+42 22 49.1077,0.33036954,0.44865441,1.081724,0.56828625,1.0255716,0.60135888,1.0255716,0.54861532,1.0255716,1.5519001,0.55899537,0.43280026,0,0,Hot,0,0.26274057,Cygnus,Cyg,Swan
Kepler-711 b,11.537157,,,3.40784,-0.62776,0.3363,2016,2016-05,23.589144,-6.65E-05,6.65E-05,0.1429,,,0,,,86.86,,,,,,,,,0.908,-0.1,0.1,Transit,M-R relationship,Kepler-711,297.46005,42.839817,15.635,624.575,-10.937,11.327,-0.04,-0.176,0.158,0.84,-0.06,0.06,0.8,-0.06,0.08,,-0.499,,,4.37,-2.68,6.13,5222,-219.6,236.98,4.56,1.839966,3.3854748,0.99343713,0.29151519,0.003423134,0.1429,0.1429,0.1429,0.1429,15.521566,15.521566,15.521566,505.68351,505.68351,505.68351,,571.09007,571.09007,Neptunian,0.8,K,19.830671,19 49 50.4150,+42 50 23.3419,0.31695675,0.43608356,1.0454921,0.55236168,0.99122089,0.58441116,0.99122089,0.53323559,0.99122089,1.5200706,0.73643619,0.43158351,0,0,Hot,0,0.2682386,Cygnus,Cyg,Swan
Kepler-712 b,11.537157,,,3.40784,-0.1121,0.13452,2016,2016-05,21.022477,-4.43E-05,4.43E-05,0.1378,,,0,,,89.95,,,,,,,,,0.76,-0.15,0.15,Transit,M-R relationship,Kepler-712,294.90967,42.935199,16.161,872.493,-32.541,32.541,-0.03,-0.105,0.106,0.84,-0.04,0.03,0.78,-0.02,0.02,,-0.484,,,3.31,-1.61,2.8,5148,-78.09,83.48,4.58,1.839966,3.3854748,0.99343713,0.29151519,0.003300965,0.1378,0.1378,0.1378,0.1378,17.278322,17.278322,17.278322,519.42195,519.42195,519.42195,,586.60547,586.60547,Neptunian,0.78,K,19.660646,19 39 38.3254,+42 56 06.7153,0.32809529,0.44538284,1.0706972,0.56414145,1.0151175,0.59692219,1.0151175,0.54461091,1.0151175,1.5465493,0.64851854,0.4120557,0,0,Hot,0,0.26123842,Cygnus,Cyg,Swan
Kepler-712 c,20.944865,,,4.85393,-0.41477,0.25783,2016,2016-05,226.89047,-0.001096,0.001096,0.6732,,,0,,,89.76,,,,,,,,,0.85,-0.1,0.1,Transit,M-R relationship,Kepler-712,294.90967,42.935199,16.161,872.493,-32.541,32.541,-0.03,-0.105,0.106,0.84,-0.04,0.03,0.78,-0.02,0.02,,-0.484,,,3.31,-1.61,2.8,5148,-78.09,83.48,4.58,2.0772656,4.3150324,0.88897706,0.18314583,0.019672614,0.6732,0.6732,0.6732,0.67320002,0.72395536,0.72395536,0.72395536,235.0027,235.0027,235.0027,,265.39862,265.39862,Neptunian,0.78,K,19.660646,19 39 38.3254,+42 56 06.7153,0.32809529,0.44538284,1.0706972,0.56414145,1.0151175,0.59692219,1.0151175,0.54461091,1.0151175,1.5465493,0.64851854,0.4120557,1,1,Warm,0,0.52090557,Cygnus,Cyg,Swan
Kepler-714 b,67.697365,,,9.67423,-1.0089,2.48862,2016,2016-05,8.098888,-2.19E-06,2.19E-06,0.0832,,,0,,,89.93,,,,,,,,,0.054,-0.054,0.1093,Transit,M-R relationship,Kepler-714,282.69947,43.272744,15.43,2083.37,-90.11,98.44,0.04,-0.157,0.139,1.09,-0.07,0.08,1.12,-0.12,0.29,,0.46,,,3.55,-1.81,1.77,5995,-117.06,106.7,4.37,2.6453167,6.9977005,0.72333411,0.074769165,0.00329577,0.0832,0.0832,0.0832,0.083200002,416.63269,416.63269,416.63269,1151.021,1151.021,1151.021,,1299.8973,1299.8973,Jovian,1.12,G,18.846632,18 50 47.8760,+43 16 21.8773,2.8840315,1.2578009,2.9474916,1.5931512,2.7944903,1.6843502,2.7944903,1.5378296,2.7944903,4.5852579,3.0310985,0.45471407,0,0,Hot,0,0.091479983,Lyra,Lyr,Lyre
Kepler-715 b,13.539473,,,3.75535,-0.50445,0.82954,2016,2016-05,10.00653,-1.93E-05,1.93E-05,0.0933,,,0,,,83.94,,,,,,,,,0.769,-0.1,0.1,Transit,M-R relationship,Kepler-715,283.6308,43.379364,15.204,1327.44,-45.66,48.96,0.02,-0.164,0.125,1.04,-0.06,0.06,1.04,-0.1,0.23,,0.165,,,3.98,-2.27,2.6,5871,-97.1,99.55,4.42,1.8987845,3.6053824,0.96006562,0.25565277,0.002195447,0.0933,0.0933,0.0933,0.093300002,167.97193,167.97193,167.97193,917.17897,917.17897,917.17897,,1035.8095,1035.8095,Neptunian,1.04,G,18.908721,18 54 31.3949,+43 22 45.7097,1.4621772,0.9023826,2.1208963,1.1429765,2.0108026,1.2085331,2.0108026,1.1033084,2.0108026,3.2648541,2.4114802,0.45626427,0,0,Hot,0,0.19000115,Lyra,Lyr,Lyre
Kepler-716 b,8.7402701,,,2.90339,-0.16815,0.34751,2016,2016-05,10.371685,-1.45E-05,1.45E-05,0.0873,,,0,,,88.66,,,,,,,,,0.537,-0.478,0.02,Transit,M-R relationship,Kepler-716,290.39318,43.363858,15.314,635.009,-8.657,8.895001,0,-0.167,0.159,0.83,-0.04,0.04,0.78,-0.04,0.04,,-0.504,,,4.57,-2.79,5.9,5099,-72.75,52.72,4.58,1.735041,3.0103672,1.0368456,0.35711551,0.001914028,0.0873,0.0873,0.0873,0.087300002,41.112275,41.112275,41.112275,645.11596,645.11596,645.11596,,728.55711,728.55711,Neptunian,0.78,K,19.359546,19 21 34.3671,+43 21 49.8877,0.31332857,0.43632291,1.0508614,0.55266631,0.99631118,0.58481173,0.99631118,0.53353501,0.99631118,1.5113456,0.59378453,0.4330821,0,0,Hot,0,0.24334642,Lyra,Lyr,Lyre
Kepler-718 b,41635.468,,,16.55717,-3.11638,6.97262,2016,2016-05,2.0523499,-1.50E-07,1.50E-07,0.0322,,,0,,,86.76,,,,,,,,,0.437,-0.054,0.03,Transit,M-R relationship,Kepler-718,299.56187,43.503517,15.399,1302.33,-45.16,48.46,0.06,-0.135,0.135,1.18,-0.14,0.23,1.3,-0.25,0.55,,0.134,,,2.57,-0.876,1.84,6191,-307.12,307.31,4.28,50.146274,2514.6488,151.87673,9.1728676,0.010564159,0.0322,0.0322,0.0322,0.032200001,1313.0711,1313.0711,1313.0711,1533.6172,1533.6172,1533.6172,,1731.9796,1731.9796,Jovian,1.3,F,19.970792,19 58 14.8520,+43 30 12.6623,1.3614447,0.85392831,1.9927505,1.0815937,1.889309,1.143328,1.889309,1.0440031,1.889309,3.150386,4.3583724,0.44242639,0,0,Hot,0,0.056043583,Cygnus,Cyg,Swan
Kepler-719 b,54.666417,,,8.5196,-0.8968,1.82723,2016,2016-05,5.0073178,-1.25E-06,1.25E-06,0.0556,,,0,,,87.87,,,,,,,,,0.341,-0.1,0.1,Transit,M-R relationship,Kepler-719,295.53606,43.884412,16.128,2497.51,-222.42,269.1,-0.02,-0.176,0.135,0.99,-0.07,0.08,0.98,-0.1,0.21,,0.448,,,3.98,-2.23,3.54,5777,-220.79,199.43,4.45,2.5330905,6.4165473,0.75315124,0.088402182,0.002117817,0.0556,0.0556,0.0556,0.055600001,907.50791,907.50791,907.50791,1398.323,1398.323,1398.323,,1579.1861,1579.1861,Jovian,0.98,G,19.702405,19 42 08.6588,+43 53 03.8818,2.8054336,1.2570624,2.9616788,1.5922255,2.8079408,1.6836893,2.8079408,1.5369876,2.8079408,4.5223458,2.0184402,0.44883193,0,0,Hot,0,0.10012355,Cygnus,Cyg,Swan
Kepler-720 b,53.395104,,,8.4075,-0.79591,1.61424,2016,2016-05,4.7083265,-7.30E-07,7.30E-07,0.0539,,,0,,,89.71,,,,,,,,,0.0078,-0.0078,0.1044,Transit,M-R relationship,Kepler-720,298.63565,44.170939,15.462,1065.37,-35.18,37.63,0,-0.177,0.144,0.95,-0.07,0.11,0.92,-0.09,0.18,,0.032,,,3.63,-1.94,3.8,5618,-250.53,328.49,4.49,2.5200971,6.3508896,0.75538383,0.089846426,0.002065221,0.0539,0.0539,0.0539,0.053900001,370.52923,370.52923,370.52923,1117.7651,1117.7651,1117.7651,,1262.34,1262.34,Jovian,0.92,G,19.909044,19 54 32.5592,+44 10 15.3797,1.0764652,0.78607042,1.860261,0.99565994,1.7636964,1.0530093,1.7636964,0.96114013,1.7636964,2.8013268,1.5149999,0.43596385,0,0,Hot,0,0.1029863,Cygnus,Cyg,Swan
Kepler-721 b,7.4689581,,,2.64556,-0.13452,0.13452,2016,2016-05,5.3920254,-6.77E-06,6.77E-06,0.0583,,,0,,,88.67,,,,,,,,,0.79,-0.13,0.13,Transit,M-R relationship,Kepler-721,284.43051,44.480378,15.963,926.598,-32.65,35.076,-0.01,-0.155,0.156,0.82,-0.04,0.04,0.78,-0.04,0.04,,-0.362,,,4.9,-2.98,5.87,5075,-56.09,53.6,4.58,1.6802395,2.8232049,1.0671483,0.40337332,0.001217874,0.0583,0.0583,0.0583,0.058300001,127.83886,127.83886,127.83886,856.66423,856.66423,856.66423,,967.46763,967.46763,Neptunian,0.78,K,18.962035,18 57 43.3267,+44 28 49.3594,0.43451022,0.51442981,1.2401196,0.65160034,1.1757449,0.68951853,1.1757449,0.62904536,1.1757449,1.7797695,0.56750188,0.43637728,0,0,Hot,0,0.23418507,Lyra,Lyr,Lyre
Kepler-722 b,7.4053925,,,2.63435,-0.29146,0.70623,2016,2016-05,4.0935733,-8.10E-06,8.10E-06,0.0514,,,0,,,79.95,,,,,,,,,0.1554,-0.1553,0.2729,Transit,M-R relationship,Kepler-722,290.26329,44.556405,15.489,1239.5,-44.07,47.37,0.02,-0.171,0.139,1.03,-0.07,0.07,1.05,-0.11,0.28,,-0.039,,,4.37,-2.52,2.75,5863,-131.89,103.52,4.41,1.6766303,2.8110891,1.0670902,0.40506773,0.00099232,0.0514,0.0514,0.0514,0.051400001,345.99814,345.99814,345.99814,1098.7866,1098.7866,1098.7866,,1240.9068,1240.9068,Neptunian,1.05,G,19.350887,19 21 03.1926,+44 33 23.0584,0.91411324,0.71384089,1.6780973,0.90416585,1.5909889,0.95603194,1.5909889,0.87278696,1.5909889,2.5814503,2.3709154,0.46193849,0,0,Hot,0,0.2284005,Cygnus,Cyg,Swan
Kepler-722 c,8.3588765,,,2.82492,-0.32509,0.5605,2016,2016-05,105.14475,-0.001675,0.001675,0.4471,,,0,,,88.39,,,,,,,,,0.964,-0.679,0.009,Transit,M-R relationship,Kepler-722,290.26329,44.556405,15.489,1239.5,-44.07,47.37,0.02,-0.171,0.139,1.03,-0.07,0.07,1.05,-0.11,0.28,,-0.039,,,4.37,-2.52,2.75,5863,-131.89,103.52,4.41,1.720168,2.9589781,1.0474555,0.37079122,0.008987249,0.4471,0.4471,0.4471,0.44710001,4.572889,4.572889,4.572889,372.55687,372.55687,372.55687,,420.74444,420.74444,Neptunian,1.05,G,19.350887,19 21 03.1926,+44 33 23.0584,0.91411324,0.71384089,1.6780973,0.90416585,1.5909889,0.95603194,1.5909889,0.87278696,1.5909889,2.5814503,2.3709154,0.46193849,0,0,Hot,0,0.43490199,Cygnus,Cyg,Swan
Kepler-723 b,,,,12.19648,-0.7847,1.58061,2016,2016-05,4.0822751,-2.30E-07,2.30E-07,0.0479,,,0,,,89.51,,,,,,,,,0.0101,-0.0101,0.0541,Transit,Msini,Kepler-723,284.83044,44.658093,15.452,1071.8,,,0,-0.178,0.136,0.92,-0.05,0.04,0.89,-0.06,0.12,,-0.172,,,4.57,-2.87,5.7,5539,-85.21,75.49,4.51,,,,,,0.0479,0.0479,0.0479,0.047900001,293.31142,293.31142,293.31142,1054.3314,1054.3314,1054.3314,,1190.7017,1190.7017,Jovian,0.89,G,18.988697,18 59 19.3100,+44 39 29.1355,0.67297666,0.62439335,1.4811581,0.79087664,1.4042723,0.83649412,1.4042723,0.76346477,1.4042723,2.2149492,1.3086516,0.44820168,0,0,Hot,0,0.076335279,Lyra,Lyr,Lyre
Kepler-724 b,10.837935,,,3.29574,-0.23541,0.40356,2016,2016-05,3.3149463,-1.72E-06,1.72E-06,0.0433,,,0,,,85.11,,,,,,,,,0.895,-0.1,0.1,Transit,M-R relationship,Kepler-724,293.45484,44.792782,15.284,853.119,-20.172,20.172,-0.02,-0.174,0.136,0.9,-0.05,0.06,0.86,-0.06,0.1,,-0.223,,,4.37,-2.67,6.06,5437,-122.72,176.17,4.53,1.8134133,3.2884678,0.99779345,0.30275248,0.000992753,0.0433,0.0433,0.0433,0.043300001,319.17158,319.17158,319.17158,1076.8395,1076.8395,1076.8395,,1216.121,1216.121,Neptunian,0.86,G,19.563657,19 33 49.1663,+44 47 34.0163,0.5984116,0.59222095,1.4093783,0.75012801,1.3362183,0.79347522,1.3362183,0.72413767,1.3362183,2.0886409,1.0902805,0.44162391,0,0,Hot,0,0.20214254,Cygnus,Cyg,Swan
Kepler-725 b,79.457001,,,10.62708,-0.59413,0.85196,2016,2016-05,39.643178,-1.11E-05,1.11E-05,0.215,,,0,,,89.93,,,,,,,,,0.024,-0.024,0.1119,Transit,M-R relationship,Kepler-725,283.97749,44.811561,15.145,758.469,-13.396,13.877,-0.01,-0.166,0.143,0.88,-0.04,0.04,0.84,-0.05,0.07,,-0.313,,,4.37,-2.72,6.03,5363,-62.84,59.19,4.54,2.7343815,7.4768422,0.70356506,0.066204927,0.009648064,0.215,0.215,0.215,0.21500001,10.5226,10.5226,10.5226,458.85522,458.85522,458.85522,,518.20487,518.20487,Jovian,0.84,G,18.931834,18 55 54.6023,+44 48 41.6207,0.48640721,0.5361341,1.2790349,0.67908765,1.2126409,0.71838376,1.2126409,0.65556426,1.2126409,1.8830583,0.95295461,0.43832809,0,0,Hot,0,0.17279173,Lyra,Lyr,Lyre
Kepler-726 b,10.679021,,,3.26211,-0.34751,0.32509,2016,2016-05,21.804511,-4.51E-05,4.51E-05,0.1406,,,0,,,88.76,,,,,,,,,0.751,-0.5,0.166,Transit,M-R relationship,Kepler-726,291.71728,44.887347,15.362,762.081,-13.748,14.252,-0.09,-0.17,0.157,0.88,-0.05,0.05,0.85,-0.07,0.08,,-0.319,,,4.47,-2.78,5.72,5452,-94.31,122.89,4.53,1.8093243,3.2736544,1.0035389,0.30763492,0.003231867,0.1406,0.1406,0.1406,0.1406,24.267741,24.267741,24.267741,565.46047,565.46047,565.46047,,638.59874,638.59874,Neptunian,0.85,G,19.44782,19 26 52.1503,+44 53 14.4478,0.47973345,0.52980549,1.2602286,0.67107012,1.194811,0.70983817,1.194811,0.6478178,1.194811,1.8700954,1.110393,0.4399841,0,0,Hot,0,0.24845001,Cygnus,Cyg,Swan
Kepler-727 b,6.9286505,,,2.53346,-0.31388,0.34751,2016,2016-05,5.1544844,-8.58E-06,8.58E-06,0.0546,,,0,,,80.1,,,,,,,,,0.7713,-0.5418,0.1091,Transit,M-R relationship,Kepler-727,294.84693,45.034416,15.453,831.842,-20.073,20.073,-0.01,-0.188,0.146,0.89,-0.06,0.05,0.86,-0.06,0.1,,-0.317,,,4.79,-3.02,6.2,5441,-157.44,107.87,4.53,1.6537403,2.7348569,1.0794948,0.42609505,0.001082424,0.0546,0.0546,0.0546,0.054600001,161.66452,161.66452,161.66452,908.44489,908.44489,908.44489,,1025.9458,1025.9458,Neptunian,0.86,G,19.656463,19 39 23.2677,+45 02 03.8958,0.4819478,0.53135646,1.2643676,0.67303482,1.1987351,0.71192422,1.1987351,0.64971528,1.1987351,1.8744065,1.0937176,0.44676323,0,0,Hot,0,0.23714303,Cygnus,Cyg,Swan
Kepler-728 b,11.12398,,,3.34058,-0.25783,0.4484,2016,2016-05,5.7434773,-7.17E-06,7.17E-06,0.0625,,,0,,,90,,,,,,,,,0.64,-0.18,0.18,Transit,M-R relationship,Kepler-728,291.09236,45.115509,15.585,1765.23,-84.2,92.88,-0.03,-0.186,0.143,0.95,-0.06,0.06,0.93,-0.07,0.12,,0.227,,,4.07,-2.37,3.96,5660,-108.4,133.1,4.49,1.8248163,3.3299547,0.99681932,0.29839708,0.001419637,0.0625,0.0625,0.0625,0.062500002,431.75757,431.75757,431.75757,1161.328,1161.328,1161.328,,1311.5375,1311.5375,Neptunian,0.93,G,19.406158,19 24 22.1705,+45 06 55.8313,1.686553,0.9814932,2.3199092,1.2431868,2.1994847,1.3147415,2.1994847,1.2000782,2.1994847,3.5064187,1.6283568,0.44435674,0,0,Hot,0,0.19951593,Cygnus,Cyg,Swan
